,gene,chromosome
12462,PEF1,['Chromosome 1']
12463,PEG10,['Chromosome 7']
12464,PEG3,['Chromosome 19']
12465,PELI1,['Chromosome 2']
12466,PELI2,['Chromosome 14']
12467,PELI3,['Chromosome 11']
12468,PELO,['Chromosome 5']
12469,PELP1,['Chromosome 17']
12470,PEMT,['Chromosome 17']
12471,PENK,['Chromosome 8']
12472,PEPD,['Chromosome 19']
12473,PER1,['Unplaced']
12474,PER2,['Chromosome 2']
12475,PER3,['Chromosome 1']
12476,PER4,['Chromosome 5']
12477,PERM1,['Chromosome 1']
12478,PERP,['Chromosome 5']
12479,PES1,['Chromosome 22']
12480,PET100,['Chromosome 19']
12481,PET117,['Chromosome 20']
12482,PEX1,['Chromosome 7']
12483,PEX10,['Chromosome 1']
12484,PEX11A,['Chromosome 15']
12485,PEX11B,['Chromosome 1']
12486,PEX11G,['Chromosome 19']
12487,PEX12,['Chromosome 17']
12488,PEX13,['Chromosome 2']
12489,PEX14,['Chromosome 1']
12490,PEX16,['Chromosome 11']
12491,PEX19,['Chromosome 1']
12492,PEX2,['Chromosome 8']
12493,PEX26,['Chromosome 22']
12494,PEX3,['Chromosome 6']
12495,PEX5,['Chromosome 3']
12496,PEX5L,['Chromosome 3']
12497,PEX6,['Chromosome 6']
12498,PEX7,['Chromosome 6']
12499,PF4,['Chromosome 4']
12500,PF4V1,['Chromosome 4']
12501,PFAS,['Chromosome 17']
12502,PFDN1,['Chromosome 5']
12503,PFDN2,['Chromosome 1']
12504,PFDN4,['Chromosome 20']
12505,PFDN5,['Chromosome 12']
12506,PFDN6,['Chromosome 6']
12507,PFKFB1,['Chromosome X']
12508,PFKFB2,['Chromosome 1']
12509,PFKFB3,['Chromosome 10']
12510,PFKFB4,['Chromosome 3']
12511,PFKL,['Chromosome 21']
12512,PFKM,['Chromosome 12']
12513,PFKP,['Chromosome 10']
12514,PFN1,['Chromosome 17']
12515,PFN2,['Chromosome 3']
12516,PFN3,['Chromosome 5']
12517,PFN4,['Chromosome 2']
12518,PGA3,['Chromosome 11']
12519,PGA4,['Chromosome 11']
12520,PGA5,['Chromosome 11']
12521,PGAM1,['Chromosome 10']
12522,PGAM2,['Chromosome 7']
12523,PGAM4,['Chromosome X']
12524,PGAM5,['Chromosome 12']
12525,PGAP1,['Chromosome 2']
12526,PGAP2,['Chromosome 11']
12527,PGAP3,['Chromosome 17']
12528,PGBD1,['Chromosome 6']
12529,PGBD2,['Chromosome 1']
12530,PGBD3,['Chromosome 10']
12531,PGBD4,['Chromosome 15']
12532,PGBD5,['Chromosome 1']
12533,PGC,['Chromosome 5']
12534,PGD,['Chromosome 9']
12535,PGF,['Chromosome 1']
12536,PGGHG,['Chromosome 11']
12537,PGGT1B,['Chromosome 5']
12538,PGK1,['Chromosome X']
12539,PGK2,['Chromosome 6']
12540,PGLS,['Unplaced']
12541,PGLYRP1,['Chromosome 19']
12542,PGLYRP2,['Chromosome 19']
12543,PGLYRP3,['Chromosome 1']
12544,PGLYRP4,['Chromosome 1']
12545,PGM1,['Chromosome 1']
12546,PGM2,['Chromosome 4']
12547,PGM2L1,['Chromosome 11']
12548,PGM3,['Chromosome 6']
12549,PGM5,['Chromosome 9']
12550,PGP,['Chromosome 4']
12551,PGPEP1,['Chromosome 19']
12552,PGPEP1L,['Chromosome 15']
12553,PGR,['Chromosome 11']
12554,PGRMC1,['Chromosome X']
12555,PGRMC2,['Chromosome 4']
12556,PGS1,['Chromosome 17']
12557,PHACTR1,['Chromosome 6']
12558,PHACTR2,['Chromosome 6']
12559,PHACTR3,['Chromosome 20']
12560,PHACTR4,['Chromosome 1']
12561,PHAX,['Chromosome 5']
12562,PHB,['Chromosome 4']
12563,PHB2,['Chromosome 12']
12564,PHC1,['Chromosome 12']
12565,PHC2,['Chromosome 1']
12566,PHC3,['Chromosome 3']
12567,PHETA1,['Chromosome 12']
12568,PHETA2,['Chromosome 22']
12569,PHEX,['Chromosome X']
12570,PHF1,['Chromosome 6']
12571,PHF10,['Chromosome 6']
12572,PHF11,['Chromosome 13']
12573,PHF12,['Chromosome 17']
12574,PHF13,['Chromosome 1']
12575,PHF14,['Chromosome 7']
12576,PHF19,['Chromosome 9']
12577,PHF2,['Chromosome 9']
12578,PHF20,['Chromosome 20']
12579,PHF20L1,['Chromosome 8']
12580,PHF21A,['Chromosome 11']
12581,PHF21B,['Chromosome 22']
12582,PHF23,['Chromosome 17']
12583,PHF24,['Chromosome 9']
12584,PHF3,['Chromosome 6']
12585,PHF5A,['Chromosome 22']
12586,PHF6,['Chromosome X']
12587,PHF7,['Chromosome 3']
12588,PHF8,['Chromosome X']
12589,PHGDH,['Chromosome 1']
12590,PHGR1,['Chromosome 15']
12591,PHIP,['Chromosome 6']
12592,PHKA1,['Chromosome X']
12593,PHKA2,['Chromosome X']
12594,PHKB,['Chromosome 16']
12595,PHKG1,['Chromosome 7']
12596,PHKG2,['Chromosome 16']
12597,PHLDA1,['Chromosome 12']
12598,PHLDA2,['Chromosome 11']
12599,PHLDA3,['Chromosome 1']
12600,PHLDB1,['Chromosome 11']
12601,PHLDB2,['Chromosome 3']
12602,PHLDB3,['Chromosome 19']
12603,PHLPP1,['Chromosome 18']
12604,PHLPP2,['Chromosome 16']
12605,PHOSPHO1,['Chromosome 17']
12606,PHOSPHO2,['Chromosome 2']
12607,PHOX2A,['Chromosome 11']
12608,PHOX2B,['Chromosome 4']
12609,PHPT1,['Chromosome 9']
12610,PHRF1,['Chromosome 11']
12611,PHTF1,['Chromosome 1']
12612,PHTF2,['Chromosome 7']
12613,PHYH,['Chromosome 10']
12614,PHYHD1,['Chromosome 9']
12615,PHYHIP,['Chromosome 8']
12616,PHYHIPL,['Chromosome 10']
12617,PHYKPL,['Chromosome 5']
12618,PI15,['Chromosome 8']
12619,PI16,['Chromosome 6']
12620,PI3,['Chromosome 7']
12621,PI4K2A,['Chromosome 10']
12622,PI4K2B,['Chromosome 4']
12623,PI4KA,['Chromosome 22']
12624,PI4KAP1,['Unplaced']
12625,PI4KAP2,['Unplaced']
12626,PI4KB,['Unplaced']
12627,PIANP,['Chromosome 12']
12628,PIAS1,['Chromosome 15']
12629,PIAS2,['Chromosome 18']
12630,PIAS3,['Chromosome 1']
12631,PIAS4,['Unplaced']
12632,PIBF1,['Chromosome 13']
12633,PICALM,['Chromosome 11']
12634,PICK1,['Chromosome 22']
12635,PID1,['Chromosome 2']
12636,PIDD1,['Chromosome 11']
12637,PIEZO1,['Chromosome 16']
12638,PIEZO2,['Chromosome 18']
12639,PIF1,['Chromosome 15']
12640,PIFO,['Chromosome 1']
12641,PIGA,['Chromosome X']
12642,PIGB,['Chromosome 15']
12643,PIGBOS1,['Chromosome 15']
12644,PIGC,['Chromosome 1']
12645,PIGF,['Chromosome 2']
12646,PIGG,['Chromosome 4']
12647,PIGH,['Chromosome 14']
12648,PIGK,['Chromosome 1']
12649,PIGL,['Chromosome 17']
12650,PIGM,['Chromosome 1']
12651,PIGN,['Chromosome 18']
12652,PIGO,['Chromosome 9']
12653,PIGP,['Chromosome 21']
12654,PIGQ,['Chromosome 16']
12655,PIGR,['Chromosome 1']
12656,PIGS,['Chromosome 17']
12657,PIGT,['Chromosome 20']
12658,PIGU,['Chromosome 20']
12659,PIGV,['Chromosome 1']
12660,PIGW,['Chromosome 17']
12661,PIGX,['Chromosome 3']
12662,PIGY,['Chromosome 4']
12663,PIGZ,['Chromosome 3']
12664,PIH1D1,['Chromosome 19']
12665,PIH1D2,['Chromosome 11']
12666,PIH1D3,['Chromosome X']
12667,PIK3AP1,['Chromosome 10']
12668,PIK3C2A,['Chromosome 11']
12669,PIK3C2B,['Chromosome 1']
12670,PIK3C2G,['Chromosome 12']
12671,PIK3C3,['Chromosome 18']
12672,PIK3CA,['Chromosome 3']
12673,PIK3CB,['Chromosome 3']
12674,PIK3CD,['Chromosome 1']
12675,PIK3CD-AS1,['Unplaced']
12676,PIK3CG,['Chromosome 7']
12677,PIK3IP1,['Chromosome 22']
12678,PIK3R1,['Chromosome 5']
12679,PIK3R2,['Chromosome 19']
12680,PIK3R3,['Chromosome 1']
12681,PIK3R4,['Chromosome 3']
12682,PIK3R5,['Chromosome 17']
12683,PIK3R6,['Chromosome 17']
12684,PIKFYVE,['Chromosome 2']
12685,PILRA,['Chromosome 7']
12686,PILRB,['Chromosome 7']
12687,PIM1,['Chromosome 6']
12688,PIM2,['Chromosome X']
12689,PIM3,['Chromosome 22']
12690,PIMREG,['Chromosome 17']
12691,PIN1,['Chromosome 19']
12692,PIN1P1,['Unplaced']
12693,PIN4,['Chromosome X']
12694,PINK1,['Unplaced']
12695,PINLYP,['Chromosome 19']
12696,PINX1,['Chromosome 8']
12697,PIP,['Chromosome 10']
12698,PIP4K2A,['Chromosome 10']
12699,PIP4K2B,['Chromosome 17']
12700,PIP4K2C,['Chromosome 12']
12701,PIP4P1,['Chromosome 14']
12702,PIP4P2,['Chromosome 8']
12703,PIP5K1A,['Chromosome 1']
12704,PIP5K1B,['Chromosome 9']
12705,PIP5K1C,['Chromosome 19']
12706,PIP5KL1,['Chromosome 9']
12707,PIPOX,['Chromosome 17']
12708,PIPSL,['Unplaced']
12709,PIR,['Chromosome X']
12710,PIRT,['Chromosome 17']
12711,PISD,['Chromosome 22']
12712,PITHD1,['Chromosome 1']
12713,PITPNA,['Chromosome 17']
12714,PITPNB,['Chromosome 22']
12715,PITPNC1,['Chromosome 17']
12716,PITPNM1,['Chromosome 11']
12717,PITPNM2,['Chromosome 12']
12718,PITPNM3,['Chromosome 17']
12719,PITRM1,['Chromosome 10']
12720,PITX1,['Chromosome 5']
12721,PITX2,['Chromosome 4']
12722,PITX3,['Chromosome 10']
12723,PIWIL1,['Chromosome 12']
12724,PIWIL2,['Chromosome 8']
12725,PIWIL3,['Chromosome 22']
12726,PIWIL4,['Chromosome 11']
12727,PJA1,['Chromosome X']
12728,PJA2,['Chromosome 5']
12729,PJVK,['Chromosome 2']
12730,PKD1,['Chromosome 16']
12731,PKD1L1,['Chromosome 7']
12732,PKD1L2,['Chromosome 16']
12733,PKD1L3,['Chromosome 16']
12734,PKD2,['Chromosome 4']
12735,PKD2L1,['Chromosome 10']
12736,PKD2L2,['Chromosome 5']
12737,PKDCC,['Chromosome 2']
12738,PKDREJ,['Chromosome 22']
12739,PKHD1,['Chromosome 6']
12740,PKHD1L1,['Chromosome 8']
12741,PKIA,['Chromosome 8']
12742,PKIB,['Chromosome 6']
12743,PKIG,['Chromosome 7']
12744,PKLR,['Chromosome 1']
12745,PKM,['Chromosome 15']
12746,PKMYT1,['Chromosome 16']
12747,PKN1,['Chromosome 19']
12748,PKN2,['Chromosome 1']
12749,PKN3,['Chromosome 9']
12750,PKNOX1,['Chromosome 21']
12751,PKNOX2,['Chromosome 11']
12752,PKP1,['Chromosome 1']
12753,PKP2,['Chromosome 12']
12754,PKP3,['Chromosome 11']
12755,PKP4,['Chromosome 2']
12756,PLA1A,['Chromosome 3']
12757,PLA2G10,['Chromosome 16']
12758,PLA2G12A,['Chromosome 4']
12759,PLA2G12B,['Chromosome 10']
12760,PLA2G15,['Chromosome 16']
12761,PLA2G16,['Chromosome 11']
12762,PLA2G1B,['Chromosome 12']
12763,PLA2G2A,['Chromosome 1']
12764,PLA2G2C,['Chromosome 1']
12765,PLA2G2D,['Chromosome 1']
12766,PLA2G2E,['Chromosome 1']
12767,PLA2G2F,['Chromosome 1']
12768,PLA2G3,['Chromosome 22']
12769,PLA2G4A,['Chromosome 1']
12770,PLA2G4B,['Chromosome 15']
12771,PLA2G4C,['Chromosome 19']
12772,PLA2G4D,['Chromosome 15']
12773,PLA2G4E,['Chromosome 15']
12774,PLA2G4F,['Chromosome 15']
12775,PLA2G5,['Chromosome 1']
12776,PLA2G6,['Chromosome 22']
12777,PLA2G7,['Chromosome 6']
12778,PLA2R1,['Chromosome 2']
12779,PLAA,['Chromosome 9']
12780,PLAC1,['Chromosome X']
12781,PLAC4,['Unplaced']
12782,PLAC8,['Chromosome 19']
12783,PLAC8L1,['Chromosome 5']
12784,PLAC9,['Chromosome 2']
12785,PLAG1,['Chromosome 8']
12786,PLAGL1,['Chromosome 6']
12787,PLAGL2,['Chromosome 20']
12788,PLAT,['Chromosome 8']
12789,PLAU,['Chromosome 10']
12790,PLAUR,['Chromosome 19']
12791,PLB1,['Chromosome 2']
12792,PLBD1,['Chromosome 12']
12793,PLBD2,['Chromosome 12']
12794,PLCB1,['Chromosome 20']
12795,PLCB2,['Chromosome 15']
12796,PLCB3,['Chromosome 11']
12797,PLCB4,['Chromosome 20']
12798,PLCD1,['Chromosome 3']
12799,PLCD3,['Chromosome 17']
12800,PLCD4,['Chromosome 2']
12801,PLCE1,['Chromosome 10']
12802,PLCG1,['Chromosome 20']
12803,PLCG2,['Unplaced']
12804,PLCH1,['Chromosome 3']
12805,PLCH2,['Chromosome 1']
12806,PLCL1,['Chromosome 2']
12807,PLCL2,['Chromosome 3']
12808,PLCXD1,['Chromosome X']
12809,PLCXD2,['Chromosome 3']
12810,PLCXD3,['Chromosome 5']
12811,PLCZ1,['Chromosome 12']
12812,PLD1,['Chromosome 3']
12813,PLD2,['Chromosome 17']
12814,PLD3,['Chromosome 19']
12815,PLD4,['Chromosome 14']
12816,PLD5,['Chromosome 1']
12817,PLD6,['Chromosome 17']
12818,PLEC,['Chromosome 8']
12819,PLEK,['Chromosome 2']
12820,PLEK2,['Chromosome 14']
12821,PLEKHA1,['Chromosome 10']
12822,PLEKHA2,['Unplaced']
12823,PLEKHA3,['Chromosome 2']
12824,PLEKHA4,['Chromosome 19']
12825,PLEKHA5,['Chromosome 12']
12826,PLEKHA6,['Chromosome 1']
12827,PLEKHA7,['Chromosome 11']
12828,PLEKHA8,['Chromosome 7']
12829,PLEKHA8P1,['Unplaced']
12830,PLEKHB1,['Chromosome 11']
12831,PLEKHB2,['Chromosome 2']
12832,PLEKHD1,['Chromosome 14']
12833,PLEKHF1,['Chromosome 19']
12834,PLEKHF2,['Chromosome 8']
12835,PLEKHG1,['Chromosome 6']
12836,PLEKHG2,['Chromosome 19']
12837,PLEKHG3,['Chromosome 14']
12838,PLEKHG4,['Chromosome 16']
12839,PLEKHG4B,['Chromosome 5']
12840,PLEKHG5,['Chromosome 1']
12841,PLEKHG6,['Chromosome 12']
12842,PLEKHG7,['Unplaced']
12843,PLEKHH1,['Chromosome 14']
12844,PLEKHH2,['Chromosome 2']
12845,PLEKHH3,['Chromosome 17']
12846,PLEKHJ1,['Chromosome 19']
12847,PLEKHM1,['Chromosome 17']
12848,PLEKHM2,['Chromosome 1']
12849,PLEKHM3,['Chromosome 2']
12850,PLEKHN1,['Chromosome 1']
12851,PLEKHO1,['Chromosome 1']
12852,PLEKHO2,['Chromosome 15']
12853,PLEKHS1,['Chromosome 10']
12854,PLET1,['Chromosome 11']
12855,PLG,['Chromosome 6']
12856,PLGLA,['Unplaced']
12857,PLGLB1,['Chromosome 2']
12858,PLGLB2,['Chromosome 2']
12859,PLGRKT,['Chromosome 9']
12860,PLIN1,['Chromosome 15']
12861,PLIN2,['Chromosome 9']
12862,PLIN3,['Chromosome 19']
12863,PLIN4,['Chromosome 19']
12864,PLIN5,['Chromosome 19']
12865,PLK1,['Chromosome 16']
12866,PLK2,['Chromosome 5']
12867,PLK3,['Chromosome 1']
12868,PLK4,['Chromosome 4']
12869,PLK5,['Chromosome 19']
12870,PLLP,['Chromosome 16']
12871,PLN,['Chromosome 6']
12872,PLOD1,['Chromosome 1']
12873,PLOD2,['Chromosome 3']
12874,PLOD3,['Chromosome 7']
12875,PLP1,['Chromosome X']
12876,PLP2,['Chromosome X']
12877,PLPBP,['Chromosome 8']
12878,PLPP1,['Chromosome 5']
12879,PLPP2,['Chromosome 19']
12880,PLPP3,['Chromosome 1']
12881,PLPP4,['Chromosome 10']
12882,PLPP5,['Chromosome 8']
12883,PLPP6,['Chromosome 9']
12884,PLPP7,['Chromosome 9']
12885,PLPPR1,['Chromosome 9']
12886,PLPPR2,['Chromosome 19']
12887,PLPPR3,['Chromosome 19']
12888,PLPPR4,['Chromosome 1']
12889,PLPPR5,['Chromosome 1']
12890,PLRG1,['Chromosome 4']
12891,PLS1,['Chromosome 3']
12892,PLS3,['Chromosome X']
12893,PLSCR1,['Chromosome 3']
12894,PLSCR2,['Chromosome 3']
12895,PLSCR3,['Chromosome 17']
12896,PLSCR4,['Chromosome 3']
12897,PLSCR5,['Chromosome 3']
12898,PLTP,['Chromosome 20']
12899,PLVAP,['Chromosome 19']
12900,PLXDC1,['Chromosome 17']
12901,PLXDC2,['Chromosome 10']
12902,PLXNA1,['Chromosome 3']
12903,PLXNA2,['Chromosome 1']
12904,PLXNA3,['Chromosome X']
12905,PLXNA4,['Chromosome 7']
12906,PLXNB1,['Chromosome 3']
12907,PLXNB2,['Chromosome 22']
12908,PLXNB3,['Chromosome X']
12909,PLXNC1,['Chromosome 12']
12910,PLXND1,['Chromosome 3']
12911,PM20D1,['Chromosome 1']
12912,PM20D2,['Chromosome 6']
12913,PMAIP1,['Chromosome 18']
12914,PMCH,['Chromosome 12']
12915,PMCHL1,['Unplaced']
12916,PMCHL2,['Unplaced']
12917,PMEL,['Chromosome 12']
12918,PMEPA1,['Chromosome 20']
12919,PMF1,['Chromosome 1']
12920,PMFBP1,['Chromosome 16']
12921,PML,['Chromosome 15']
12922,PMM1,['Chromosome 22']
12923,PMM2,['Chromosome 16']
12924,PMP2,['Chromosome 8']
12925,PMP22,['Chromosome 17']
12926,PMPCA,['Chromosome 9']
12927,PMPCB,['Chromosome 7']
12928,PMS1,['Chromosome 2']
12929,PMS2,['Chromosome 7']
12930,PMS2CL,['Unplaced']
12931,PMS2P1,['Unplaced']
12932,PMS2P2,['Unplaced']
12933,PMS2P3,['Unplaced']
12934,PMS2P5,['Unplaced']
12935,PMVK,['Chromosome 1']
12936,PNCK,['Chromosome X']
12937,PNISR,['Chromosome 6']
12938,PNKD,['Chromosome 2']
12939,PNKP,['Chromosome 19']
12940,PNLDC1,['Chromosome 6']
12941,PNLIP,['Chromosome 10']
12942,PNLIPRP1,['Chromosome 10']
12943,PNLIPRP2,['Chromosome 10']
12944,PNLIPRP3,['Chromosome 10']
12945,PNMA1,['Chromosome 14']
12946,PNMA2,['Chromosome 8']
12947,PNMA3,['Chromosome X']
12948,PNMA5,['Chromosome X']
12949,PNMA6A,['Chromosome 14']
12950,PNMA6E,['Chromosome X']
12951,PNMA6F,['Chromosome X']
12952,PNMA8A,['Chromosome 19']
12953,PNMA8B,['Chromosome 19']
12954,PNMT,['Chromosome 17']
12955,PNN,['Chromosome 14']
12956,PNO1,['Chromosome 2']
12957,PNOC,['Chromosome 8']
12958,PNP,['Chromosome 14']
12959,PNPLA1,['Chromosome 6']
12960,PNPLA2,['Chromosome 11']
12961,PNPLA3,['Chromosome 22']
12962,PNPLA4,['Chromosome X']
12963,PNPLA5,['Chromosome 22']
12964,PNPLA6,['Chromosome 19']
12965,PNPLA7,['Chromosome 9']
12966,PNPLA8,['Chromosome 7']
12967,PNPO,['Chromosome 17']
12968,PNPT1,['Chromosome 2']
12969,PNRC1,['Chromosome 6']
12970,PNRC2,['Chromosome 1']
12971,POC1A,['Chromosome 3']
12972,POC1B,['Chromosome 12']
12973,POC5,['Chromosome 5']
12974,PODN,['Chromosome 1']
12975,PODNL1,['Chromosome 19']
12976,PODXL,['Chromosome 7']
12977,PODXL2,['Chromosome 3']
12978,POF1B,['Chromosome X']
12979,POFUT1,['Chromosome 20']
12980,POFUT2,['Chromosome 21']
12981,POGK,['Chromosome 1']
12982,POGLUT1,['Chromosome 3']
12983,POGZ,['Chromosome 1']
12984,POLA1,['Chromosome X']
12985,POLA2,['Chromosome 11']
12986,POLB,['Chromosome 8']
12987,POLD1,['Chromosome 19']
12988,POLD2,['Chromosome 7']
12989,POLD3,['Chromosome 11']
12990,POLD4,['Chromosome 11']
12991,POLDIP2,['Chromosome 17']
12992,POLDIP3,['Chromosome 22']
12993,POLE,['Chromosome 12']
12994,POLE2,['Chromosome 14']
12995,POLE3,['Chromosome 9']
12996,POLE4,['Chromosome 2']
12997,POLG,['Chromosome 15']
12998,POLG2,['Chromosome 17']
12999,POLH,['Chromosome 6']
13000,POLI,['Chromosome 18']
13001,POLK,['Chromosome 5']
13002,POLL,['Chromosome 10']
13003,POLM,['Chromosome 7']
13004,POLN,['Chromosome 4']
13005,POLQ,['Chromosome 3']
13006,POLR1A,['Chromosome 2']
13007,POLR1B,['Chromosome 2']
13008,POLR1C,['Chromosome 6']
13009,POLR1D,['Chromosome 13']
13010,POLR1E,['Chromosome 9']
13011,POLR2A,['Chromosome 17']
13012,POLR2B,['Chromosome 4']
13013,POLR2C,['Chromosome 16']
13014,POLR2D,['Chromosome 2']
13015,POLR2E,['Chromosome 19']
13016,POLR2F,['Chromosome 22']
13017,POLR2G,['Chromosome 11']
13018,POLR2H,['Chromosome 3']
13019,POLR2I,['Chromosome 19']
13020,POLR2J,['Chromosome 7']
13021,POLR2J2,['Chromosome 7']
13022,POLR2J3,['Chromosome 7']
13023,POLR2K,['Chromosome 8']
13024,POLR2L,['Chromosome 11']
13025,POLR2M,['Chromosome 15']
13026,POLR3A,['Chromosome 10']
13027,POLR3B,['Chromosome 12']
13028,POLR3C,['Chromosome 1']
13029,POLR3D,['Chromosome 8']
13030,POLR3E,['Chromosome 16']
13031,POLR3F,['Chromosome 20']
13032,POLR3G,['Chromosome 5']
13033,POLR3GL,['Chromosome 1']
13034,POLR3H,['Chromosome 22']
13035,POLR3K,['Chromosome 16']
13036,POLRMT,['Chromosome 19']
13037,POM121,['Chromosome 7']
13038,POM121C,['Chromosome 7']
13039,POM121L12,['Chromosome 7']
13040,POM121L1P,['Chromosome 9']
13041,POM121L2,['Chromosome 6']
13042,POMC,['Chromosome 2']
13043,POMGNT1,['Chromosome 1']
13044,POMGNT2,['Chromosome 3']
13045,POMK,['Chromosome 8']
13046,POMP,['Chromosome 13']
13047,POMT1,['Chromosome 9']
13048,POMT2,['Chromosome 14']
13049,POMZP3,['Chromosome 7']
13050,PON1,['Chromosome 7']
13051,PON2,['Chromosome 7']
13052,PON3,['Chromosome 7']
13053,POP1,['Chromosome 8']
13054,POP4,['Chromosome 19']
13055,POP5,['Chromosome 12']
13056,POP7,['Chromosome 7']
13057,POPDC2,['Chromosome 3']
13058,POPDC3,['Chromosome 6']
13059,POR,['Chromosome 7']
13060,PORCN,['Chromosome X']
13061,POSTN,['Chromosome 13']
13062,POT1,['Chromosome 7']
13063,POTEA,['Unplaced']
13064,POTEB,['Unplaced']
13065,POTEB2,['Chromosome 15']
13066,POTEB3,['Unplaced']
13067,POTEC,['Chromosome 18']
13068,POTED,['Chromosome 21']
13069,POTEE,['Chromosome 2']
13070,POTEF,['Chromosome 2']
13071,POTEG,['Chromosome 14']
13072,POTEH,['Chromosome 22']
13073,POTEI,['Chromosome 2']
13074,POTEJ,['Chromosome 2']
13075,POTEKP,['Unplaced']
13076,POTEM,['Chromosome 14']
13077,POU1F1,['Chromosome 3']
13078,POU2AF1,['Chromosome 11']
13079,POU2F1,['Chromosome 1']
13080,POU2F2,['Chromosome 19']
13081,POU2F3,['Chromosome 11']
13082,POU3F1,['Chromosome 1']
13083,POU3F2,['Chromosome 6']
13084,POU3F3,['Chromosome 2']
13085,POU3F4,['Unplaced']
13086,POU4F1,['Chromosome 13']
13087,POU4F2,['Chromosome 4']
13088,POU4F3,['Chromosome 5']
13089,POU5F1,['Chromosome 6']
13090,POU5F1B,['Chromosome 8']
13091,POU5F2,['Chromosome 5']
13092,POU6F1,['Unplaced']
13093,POU6F2,['Chromosome 7']
13094,PP2D1,['Chromosome 3']
13095,PPA1,['Chromosome 10']
13096,PPA2,['Chromosome 4']
13097,PPAN,['Chromosome 19']
13098,PPARA,['Chromosome 22']
13099,PPARD,['Chromosome 6']
13100,PPARG,['Chromosome 3']
13101,PPARGC1A,['Chromosome 4']
13102,PPARGC1B,['Chromosome 5']
13103,PPAT,['Chromosome 4']
13104,PPBP,['Chromosome 4']
13105,PPCDC,['Chromosome 15']
13106,PPCS,['Chromosome 1']
13107,PPDPF,['Chromosome 20']
13108,PPDPFL,['Chromosome 8']
13109,PPEF1,['Chromosome X']
13110,PPEF2,['Chromosome 4']
13111,PPFIA1,['Chromosome 11']
13112,PPFIA2,['Chromosome 12']
13113,PPFIA3,['Chromosome 19']
13114,PPFIA4,['Chromosome 1']
13115,PPFIBP1,['Chromosome 12']
13116,PPFIBP2,['Chromosome 11']
13117,PPHLN1,['Chromosome 12']
13118,PPIA,['Chromosome 7']
13119,PPIAL4A,['Chromosome 1']
13120,PPIAL4C,['Chromosome 1']
13121,PPIAL4D,['Chromosome 1']
13122,PPIAL4E,['Chromosome 1']
13123,PPIAL4F,['Chromosome 1']
13124,PPIAL4G,['Chromosome 1']
13125,PPIB,['Chromosome 15']
13126,PPIC,['Chromosome 5']
13127,PPID,['Chromosome 4']
13128,PPIE,['Chromosome 1']
13129,PPIF,['Chromosome 10']
13130,PPIG,['Chromosome 2']
13131,PPIH,['Chromosome 1']
13132,PPIL1,['Chromosome 6']
13133,PPIL2,['Chromosome 22']
13134,PPIL3,['Chromosome 2']
13135,PPIL4,['Chromosome 6']
13136,PPIL6,['Chromosome 6']
13137,PPIP5K1,['Chromosome 15']
13138,PPIP5K2,['Chromosome 5']
13139,PPL,['Chromosome 16']
13140,PPM1A,['Chromosome 14']
13141,PPM1B,['Chromosome 2']
13142,PPM1D,['Chromosome 17']
13143,PPM1E,['Chromosome 17']
13144,PPM1F,['Chromosome 22']
13145,PPM1G,['Chromosome 2']
13146,PPM1H,['Chromosome 12']
13147,PPM1J,['Chromosome 1']
13148,PPM1K,['Chromosome 4']
13149,PPM1L,['Chromosome 3']
13150,PPM1M,['Unplaced']
13151,PPM1N,['Chromosome 19']
13152,PPME1,['Chromosome 11']
13153,PPOX,['Chromosome 1']
13154,PPP1CA,['Chromosome 11']
13155,PPP1CB,['Chromosome 2']
13156,PPP1CC,['Chromosome 12']
13157,PPP1R10,['Chromosome 6']
13158,PPP1R11,['Chromosome 6']
13159,PPP1R12A,['Chromosome 12']
13160,PPP1R12B,['Chromosome 1']
13161,PPP1R12C,['Chromosome 19']
13162,PPP1R13B,['Chromosome 14']
13163,PPP1R13L,['Chromosome 19']
13164,PPP1R14A,['Chromosome 19']
13165,PPP1R14B,['Chromosome 11']
13166,PPP1R14C,['Chromosome 6']
13167,PPP1R14D,['Chromosome 15']
13168,PPP1R15A,['Chromosome 19']
13169,PPP1R15B,['Chromosome 1']
13170,PPP1R16A,['Chromosome 8']
13171,PPP1R16B,['Chromosome 20']
13172,PPP1R17,['Chromosome 7']
13173,PPP1R18,['Chromosome 6']
13174,PPP1R1A,['Chromosome 12']
13175,PPP1R1B,['Chromosome 17']
13176,PPP1R1C,['Chromosome 2']
13177,PPP1R2,['Chromosome 3']
13178,PPP1R21,['Chromosome 2']
13179,PPP1R26,['Chromosome 9']
13180,PPP1R27,['Chromosome 17']
13181,PPP1R2B,['Chromosome 5']
13182,PPP1R2C,['Chromosome X']
13183,PPP1R32,['Chromosome 11']
13184,PPP1R35,['Chromosome 7']
13185,PPP1R36,['Chromosome 14']
13186,PPP1R37,['Chromosome 19']
13187,PPP1R3A,['Chromosome 7']
13188,PPP1R3B,['Chromosome 8']
13189,PPP1R3C,['Chromosome 10']
13190,PPP1R3D,['Chromosome 20']
13191,PPP1R3E,['Chromosome 14']
13192,PPP1R3F,['Chromosome X']
13193,PPP1R3G,['Chromosome 6']
13194,PPP1R42,['Chromosome 8']
13195,PPP1R7,['Chromosome 2']
13196,PPP1R8,['Chromosome 1']
13197,PPP1R9A,['Chromosome 7']
13198,PPP1R9B,['Chromosome 17']
